index,gate,up,gpu,ref,flagged
3098,0x1.9f9266p-109,-0x1.8447ecp-2,-0x1.3b2754p-111,-0x1.3b2752p-111,1
3101,-0x1.3dacaep-120,-0x1.046abp+0,0x1.4327c2p-121,0x1.4327c4p-121,1
3117,-0x1.77bbaep-124,-0x1.3ff772p-2,0x0p+0,0x1.d59e0cp-127,1
3148,0x1.75ee7ep-118,0x1.17f4c6p-7,0x1.98ec76p-126,0x1.98ec74p-126,1
3162,-0x1.e67b4ap-113,-0x1.f7b242p-1,0x1.de977cp-114,0x1.de977ep-114,1
3191,0x1.25fe1p-128,0x1.12055p-1,0x0p+0,0x1.3abp-130,0
3199,0x1.a04f82p-105,-0x1.435dd6p+1,-0x1.06ee76p-104,-0x1.06ee74p-104,1
3237,-0x1.974ecp-131,0x1.862778p-3,-0x0p+0,-0x1.366p-134,0
3249,0x1.14e872p-121,-0x1.2c8d9ep-1,-0x1.451996p-123,-0x1.451994p-123,1
3265,0x1.d2afb6p-121,0x1.26d578p-2,0x1.0cbd7ap-123,0x1.0cbd78p-123,1
3273,-0x1.1c5d22p-122,0x1.c7e912p-4,-0x0p+0,-0x1.fa6c6cp-127,1
3274,0x1.2bb9e6p-111,0x1.97a97cp+0,0x1.dd4afep-112,0x1.dd4afcp-112,1
3284,0x1.8c9626p-113,0x1.ca4cbap-3,0x1.62fdcp-116,0x1.62fdbep-116,1
3329,-0x1.04254ap-123,0x1.a4ebap-3,-0x0p+0,-0x1.abbcap-127,1
3334,0x1.0b77dp-128,-0x1.05038ep-1,-0x0p+0,-0x1.10b4ep-130,0
3342,0x1.935272p-109,0x1.dd13a6p+0,0x1.77cfccp-109,0x1.77cfcap-109,1
3351,-0x1.b6f37ep-125,-0x1.5b64aap+0,0x1.29d452p-125,0x1.29d454p-125,1
3352,0x1.070228p-128,0x1.1c2efp-1,0x0p+0,0x1.23f6ap-130,0
3378,-0x1.c00b0ap-105,0x1.95490cp+0,-0x1.62a8a6p-105,-0x1.62a8a8p-105,1
3396,0x1.81378ep-107,-0x1.bd11ep-1,-0x1.4edc3ep-108,-0x1.4edc3cp-108,1
3397,-0x1.1a3b8p-131,-0x1.2e7cdcp-5,0x0p+0,0x1.4d8p-137,0
3400,0x1.9ca2aep-114,-0x1.ccfa92p-2,-0x1.73841cp-116,-0x1.73841ap-116,1
3438,0x1.8a59p-132,0x1.1051a4p+1,0x0p+0,0x1.a37c8p-132,0
3470,-0x1.f4c61ep-112,-0x1.008c2ep+0,0x1.f5d852p-113,0x1.f5d854p-113,1
3504,-0x1.c010cp-129,0x1.b3c4c6p-5,-0x0p+0,-0x1.7d5ap-134,0
3507,0x1.11c078p-127,-0x1.79d09ep-4,-0x0p+0,-0x1.94038p-132,0
3513,-0x1.09e2dp-127,-0x1.db65f2p+0,0x0p+0,0x1.edc1b8p-128,0
3519,-0x1.14ce42p-112,0x1.add8ecp-3,-0x1.d0c82ep-116,-0x1.d0c832p-116,1
3536,0x1.86ed5ep-122,0x1.8fd5fp+0,0x1.314956p-122,0x1.314954p-122,1
3557,0x1.a95aeep-118,-0x1.8b000cp-1,-0x1.4827b2p-119,-0x1.4827bp-119,1
3597,-0x1.31a832p-117,-0x1.669f5ap-2,0x1.ac2f76p-120,0x1.ac2f78p-120,1
3605,-0x1.263c2p-126,0x1.0689bp+0,-0x1.0689bp-126,-0x1.2dbfc8p-127,1
3606,0x1.57c6cap-107,-0x1.c644f2p-2,-0x1.310392p-109,-0x1.31039p-109,1
3610,0x1.12b6cp-131,-0x1.3d6e06p-1,-0x0p+0,-0x1.54a3p-133,0
3611,0x1.6b729p-129,-0x1.d6edap-1,-0x0p+0,-0x1.4e4acp-130,0
3623,0x1.38788p-132,0x1.956b78p-1,0x0p+0,0x1.eedap-134,0
3639,0x1.007ee2p-107,0x1.892022p+0,0x1.89e2fep-108,0x1.89e2fap-108,1
3641,-0x1.b17272p-120,0x1.bbefccp-4,-0x1.77d386p-124,-0x1.77d388p-124,1
3645,0x1.189e8p-131,0x1.f5c6a2p-2,0x0p+0,0x1.1304p-133,0
3651,0x1.11452ep-124,0x1.5ec19ep-9,0x0p+0,0x1.766cp-134,1
3665,-0x1.7bda2p-127,-0x1.90cc74p+0,0x0p+0,0x1.295a18p-127,0
3680,0x1.9082c2p-111,-0x1.7a4e42p+0,-0x1.27edc2p-111,-0x1.27edcp-111,1
3688,-0x1.cc0312p-107,-0x1.dadd52p-2,0x1.aaa5aep-109,0x1.aaa5bp-109,1
3719,-0x1.08f656p-119,-0x1.fe0b78p-3,0x1.07f34ep-122,0x1.07f35p-122,1
3728,0x1.9a42c6p-115,0x1.705d7ep-2,0x1.272aeap-117,0x1.272ae8p-117,1
3733,0x1.6d788p-128,0x1.d096f8p+0,0x0p+0,0x1.4ba0f8p-128,0
3749,0x1.02d4p-132,-0x1.bd9e8ep-1,-0x0p+0,-0x1.c28ap-134,0
3754,0x1.08948p-132,-0x1.1d816cp-2,-0x0p+0,-0x1.2714p-135,0
3756,0x1.909fd8p-124,0x1.299d24p-2,0x0p+0,0x1.d1bf5cp-127,1
3774,-0x1.44243ep-122,0x1.a55acep-1,-0x1.0ac148p-123,-0x1.0ac14ap-123,1
3808,-0x1.58bfeap-104,0x1.ea9b3cp-2,-0x1.4a583p-106,-0x1.4a5832p-106,1
3828,-0x1.2573e6p-121,0x1.1ddf1ap-4,-0x1.47b1c2p-126,-0x1.47b1c4p-126,1
3861,-0x1.8c85b8p-127,0x1.15115p-3,-0x0p+0,-0x1.ad278p-131,0
3898,0x1.0d4896p-115,0x1.b3c396p+0,0x1.ca6016p-116,0x1.ca6012p-116,1
3899,-0x1.200c96p-115,-0x1.8bc80ep-2,0x1.bd5482p-118,0x1.bd5486p-118,1
3900,0x1.bf2478p-128,0x1.f850e4p+0,0x0p+0,0x1.b86e9p-128,0
3940,-0x1.ed3c06p-118,-0x1.994344p-1,0x1.8a433ep-119,0x1.8a434p-119,1
3951,-0x1.88a6p-133,0x1.6e21e6p-1,-0x0p+0,-0x1.18c8p-134,0
3955,0x1.3a9a1cp-127,-0x1.f3fafep-1,-0x0p+0,-0x1.33377p-128,0
3959,-0x1.2679cp-131,-0x1.57247cp-3,0x0p+0,0x1.8ab8p-135,0
3965,0x1.ab9f46p-126,0x1.2d35fep-1,0x0p+0,0x1.f72478p-128,1
3974,0x1.d8f5c6p-106,0x1.5fb152p+0,0x1.44e04cp-106,0x1.44e04ap-106,1
3979,0x1.bff676p-104,0x1.3c58e8p-4,0x1.14c7e8p-108,0x1.14c7e6p-108,1
3982,0x1.3c793p-128,-0x1.29f17cp-3,-0x0p+0,-0x1.7053p-132,0
4013,0x1.5724p-133,-0x1.9aaffep-2,-0x0p+0,-0x1.133cp-135,0
4017,-0x1.9e9c4p-130,0x1.03750cp-1,-0x0p+0,-0x1.a4358p-132,0
4031,0x1.d43c9ap-114,-0x1.09477p+0,-0x1.e53568p-115,-0x1.e53566p-115,1
4049,0x1.84ec56p-122,-0x1.2b3754p+0,-0x1.c6941ap-123,-0x1.c69416p-123,1
4055,0x1.a3a276p-108,0x1.326916p-2,0x1.f64476p-111,0x1.f64472p-111,1
4058,0x1.1565cp-131,0x1.1dd86p+1,0x0p+0,0x1.35bdp-131,0
4063,-0x1.52f8p-132,0x1.e4a6f2p+0,-0x0p+0,-0x1.40ddp-132,0
4072,0x1.93050ap-125,0x1.5843b2p-12,0x0p+0,0x1.0fp-137,1
4091,0x1.74caf6p-117,0x1.1b4f92p+0,0x1.9c904p-118,0x1.9c903ep-118,1
4097,-0x1.1fb824p-124,0x1.c66dacp-2,-0x0p+0,-0x1.febbd4p-127,1
4100,0x1.5ac1eep-121,-0x1.f7be58p-2,-0x1.552a7p-123,-0x1.552a6ep-123,1
4117,-0x1.eb72fcp-127,0x1.cfe908p-4,-0x0p+0,-0x1.bd4a4p-131,0
4118,-0x1.fbb832p-111,0x1.9233c2p+0,-0x1.8ed6fp-111,-0x1.8ed6f2p-111,1
4132,0x1.eae19p-128,-0x1.7346f6p+0,-0x0p+0,-0x1.63f678p-128,0
4137,0x1.cbc6eap-104,0x1.9d5976p+0,0x1.73304cp-104,0x1.73304ap-104,1
4138,-0x1.ca548p-132,0x1.caebd6p-6,-0x0p+0,-0x1.9aep-138,0
4140,-0x1.ee2846p-121,-0x1.9572p-1,0x1.8750ep-122,0x1.8750e2p-122,1
4142,0x1.f4a52cp-127,0x1.dfd1c2p-4,0x0p+0,0x1.d52dcp-131,0
4151,-0x1.69f8p-132,-0x1.98e35ap-2,0x0p+0,0x1.2112p-134,0
4159,-0x1.fd636ap-119,0x1.9a6862p-2,-0x1.985074p-121,-0x1.985076p-121,1
4180,-0x1.5b35p-130,0x1.3e72p-2,-0x0p+0,-0x1.afe6p-133,0
4183,-0x1.2cda2ep-105,-0x1.758eeap+0,0x1.b701d6p-106,0x1.b701dap-106,1
4235,-0x1.29068p-131,0x1.9af50ep+0,-0x0p+0,-0x1.dcd08p-132,0
4260,-0x1.8116cap-115,0x1.972b6ep-3,-0x1.323e46p-118,-0x1.323e48p-118,1
4261,0x1.0d4172p-123,-0x1.092118p-1,-0x1.16db9p-125,-0x1.16db8ep-125,1
4277,-0x1.db5972p-116,0x1.05ef3ep-1,-0x1.e65e6ap-118,-0x1.e65e6cp-118,1
4314,-0x1.464fdep-108,-0x1.99a66p-4,0x1.0514d4p-112,0x1.0514d6p-112,1
4316,0x1.f46176p-114,-0x1.e4afacp-1,-0x1.d9afd2p-115,-0x1.d9afdp-115,1
4321,0x1.1cf1cp-130,-0x1.7f908ap-1,-0x0p+0,-0x1.aaee8p-132,0
4335,0x1.13e2cp-126,-0x1.2b2d2cp-1,-0x0p+0,-0x1.426a88p-128,1
4340,-0x1.87fa92p-122,0x1.eb1086p-1,-0x1.77f37p-123,-0x1.77f372p-123,1
4366,-0x1.b58e98p-127,0x1.ac1bccp-1,-0x0p+0,-0x1.6ddcf8p-128,0
4372,-0x1.65e6a6p-106,-0x1.fd503p+0,0x1.6405d8p-106,0x1.6405dap-106,1
4378,-0x1.1d554p-130,-0x1.96a158p-2,0x0p+0,0x1.c539p-133,0
4385,-0x1.9e66eep-112,-0x1.1acf18p-1,0x1.c9cc9cp-114,0x1.c9cc9ep-114,1
4397,0x1.2668aep-110,-0x1.94715cp-2,-0x1.d11f94p-113,-0x1.d11f9p-113,1
4402,0x1.7e9ebp-129,0x1.864e86p-2,0x0p+0,0x1.23ad8p-131,0
4448,0x1.41fd16p-117,-0x1.1ff39ap-1,-0x1.6a2d22p-119,-0x1.6a2d2p-119,1
4473,-0x1.4523b6p-106,0x1.0a9802p-4,-0x1.529828p-111,-0x1.52982ap-111,1
4507,0x1.23f0dep-108,-0x1.236db8p-1,-0x1.4c57eep-110,-0x1.4c57ecp-110,1
4512,-0x1.32e8p-131,0x1.6274ap+1,-0x0p+0,-0x1.a8f0cp-131,0
4536,0x1.ba5b16p-117,0x1.c50eep-1,0x1.876e72p-118,0x1.876e7p-118,1
4547,0x1.0eb3p-132,-0x1.eeb992p+0,-0x0p+0,-0x1.0591p-132,0
4549,0x1.a1fcdp-129,0x1.9eefb6p-1,0x0p+0,0x1.52bf2p-130,0
4550,0x1.68dabap-111,-0x1.37b4a8p-3,-0x1.b7606p-115,-0x1.b7605ep-115,1
4552,0x1.15be4ap-112,-0x1.531fc8p+0,-0x1.6fed7ap-113,-0x1.6fed78p-113,1
4558,0x1.06daaap-118,0x1.cdfb8ap-2,0x1.da5a0ep-121,0x1.da5a0ap-121,1
4575,-0x1.08f1dp-126,-0x1.e6ff2cp-2,0x0p+0,0x1.f8032p-129,1
4583,-0x1.744f76p-106,-0x1.f3453p-1,0x1.6b0dcp-107,0x1.6b0dc2p-107,1
4597,0x1.1aaeeap-104,0x1.42adf4p-2,0x1.64501ap-107,0x1.645018p-107,1
4619,-0x1.fa38f2p-112,-0x1.953864p-3,0x1.90a5cap-115,0x1.90a5ccp-115,1
4620,0x1.00108p-132,0x1.08670cp+0,0x0p+0,0x1.0878p-133,0
4652,-0x1.09003ap-107,-0x1.53e974p+0,0x1.5fdcf4p-108,0x1.5fdcf6p-108,1
4663,-0x1.83e006p-119,0x1.403accp+0,-0x1.e5311ap-120,-0x1.e5311ep-120,1
4668,-0x1.fd509p-127,-0x1.cdd9d4p-2,0x0p+0,0x1.cb6dcp-129,0
4676,0x1.4624p-133,0x1.27a764p-5,0x0p+0,0x1.78cp-139,0
4690,0x1.72e28p-132,0x1.55c3dp+0,0x0p+0,0x1.ef23p-133,0
4716,-0x1.9d840ep-110,-0x1.a73d8ep-1,0x1.55d44ep-111,0x1.55d45p-111,1
4743,-0x1.430192p-111,-0x1.f46364p-1,0x1.3bae3ap-112,0x1.3bae3cp-112,1
4782,0x1.3ef12ap-109,0x1.76e732p-1,0x1.d3146p-111,0x1.d3145ep-111,1
4790,0x1.001462p-117,-0x1.7bafeep-2,-0x1.7bce2cp-120,-0x1.7bce2ap-120,1
4797,-0x1.2d498p-131,-0x1.77a394p+0,0x0p+0,0x1.ba17p-132,0
4824,0x1.8c8582p-105,-0x1.e27cb2p-2,-0x1.75aa44p-107,-0x1.75aa42p-107,1
4851,-0x1.4dfcecp-126,0x1.09e0cp+1,-0x1.09e0cp-125,-0x1.5ae008p-126,1
4859,-0x1.d009b2p-123,0x1.2f504ap-2,-0x1.12e68p-125,-0x1.12e682p-125,1
4860,-0x1.64e748p-128,-0x1.972c94p-1,0x0p+0,0x1.1bd4ep-129,0
4871,-0x1.d2383ap-113,0x1.c13ffp-2,-0x1.991486p-115,-0x1.991488p-115,1
4908,-0x1.3be9f6p-126,0x1.1bc2p-1,-0x0p+0,-0x1.5e2b1p-128,1
4915,0x1.23ba82p-105,-0x1.25a57cp-1,-0x1.4ea10ep-107,-0x1.4ea10cp-107,1
4925,-0x1.ad87ep-130,0x1.4ae55p+1,-0x0p+0,-0x1.15991p-129,0
4941,-0x1.18f562p-104,-0x1.647bbp-2,0x1.873cf8p-107,0x1.873cfcp-107,1
4949,0x1.5b4466p-104,-0x1.8dfadcp-3,-0x1.0deebp-107,-0x1.0deeaep-107,1
5028,-0x1.760132p-104,0x1.ac4402p-3,-0x1.38d6acp-107,-0x1.38d6aep-107,1
5036,0x1.b73a4ep-111,0x1.c229c6p-4,0x1.822e16p-115,0x1.822e14p-115,1
5058,0x1.0750e2p-121,-0x1.6658b8p-4,-0x1.70966p-126,-0x1.70965ep-126,1
5078,0x1.ea01f2p-120,0x1.c2ff24p-2,0x1.af9fe6p-122,0x1.af9fe4p-122,1
5122,0x1.5df4acp-127,-0x1.33fb5ep-1,-0x0p+0,-0x1.a5041p-129,0
5131,0x1.00d3fap-108,-0x1.12b53p+1,-0x1.1398aap-108,-0x1.1398a8p-108,1
5145,-0x1.8a08d2p-114,0x1.1c29cep-1,-0x1.b5622p-116,-0x1.b56222p-116,1
5199,-0x1.1b6d82p-108,-0x1.55eddep+0,0x1.7a9036p-109,0x1.7a9038p-109,1
5204,0x1.471fp-132,0x1.bb22acp-6,0x0p+0,0x1.1b2p-138,0
5206,0x1.e12c0cp-126,-0x1.7cc29cp-1,-0x0p+0,-0x1.65d594p-127,1
5214,-0x1.1f0dep-128,0x1.6f358cp-8,-0x0p+0,-0x1.9bcp-137,0
5238,0x1.c3ffaap-115,-0x1.166dfcp+0,-0x1.eb99d6p-116,-0x1.eb99d4p-116,1
5250,0x1.56765p-128,-0x1.8c0e92p-4,-0x0p+0,-0x1.08e98p-132,0
5259,0x1.7ed8p-133,0x1.9c2c44p-3,0x0p+0,0x1.343p-136,0
5275,0x1.b1c3bep-104,-0x1.317edap-2,-0x1.02d094p-106,-0x1.02d092p-106,1
5289,0x1.c5e86ep-121,-0x1.01fa86p+0,-0x1.c96a8cp-122,-0x1.c96a8ap-122,1
5294,-0x1.ca3048p-128,-0x1.1aab0ap-5,0x0p+0,0x1.f9ecp-134,0
5299,0x1.4402e6p-105,0x1.d9fc3ep-1,0x1.2bf45p-106,0x1.2bf44ep-106,1
5314,0x1.88452ep-106,-0x1.ea3454p-4,-0x1.77924ep-110,-0x1.77924cp-110,1
5316,0x1.d116ap-130,-0x1.36362ep-1,-0x0p+0,-0x1.19c9cp-131,0
5324,0x1.04c312p-104,0x1.18703ep+0,0x1.1da7b2p-105,0x1.1da7bp-105,1
5326,-0x1.80b4a8p-127,-0x1.1f751p+0,0x0p+0,0x1.affa7p-128,0
5327,0x1.72ap-131,0x1.1c2aa8p+1,0x0p+0,0x1.9b674p-131,0
5352,-0x1.09331p-128,-0x1.4a277ap-2,0x0p+0,0x1.5604cp-131,0
5363,0x1.8ffa5cp-127,-0x1.ccd2b6p-2,-0x0p+0,-0x1.67ff9p-129,0
5371,0x1.96b2dcp-125,-0x1.da6b24p-3,-0x0p+0,-0x1.78d8bp-128,1
5374,0x1.5ddcp-131,-0x1.0f0f22p+1,-0x0p+0,-0x1.72708p-131,0
5386,-0x1.c4cfeap-109,-0x1.ee1146p-1,0x1.b4f3ep-110,0x1.b4f3e2p-110,1
5395,-0x1.320e7ep-107,0x1.78e442p-3,-0x1.c2962ap-111,-0x1.c2962cp-111,1
5409,0x1.d8fb98p-128,-0x1.691002p-2,-0x0p+0,-0x1.4d8c4p-130,0
5435,-0x1.25ab9ep-112,0x1.1be366p+0,-0x1.45a992p-113,-0x1.45a994p-113,1
5444,0x1.88afa6p-122,0x1.cb1322p-3,0x1.601826p-125,0x1.601824p-125,1
5449,0x1.493a4p-130,-0x1.4c4846p+0,-0x0p+0,-0x1.ab548p-131,0
5455,-0x1.5d0ap-133,0x1.b1c1c6p-2,-0x0p+0,-0x1.27b4p-135,0
5459,-0x1.e4693cp-127,0x1.009ce6p+1,-0x0p+0,-0x1.e59224p-127,0
5461,-0x1.b659p-131,0x1.648ffcp-1,-0x0p+0,-0x1.3145p-132,0
5464,-0x1.3379e2p-109,-0x1.e879e6p-1,0x1.25595ep-110,0x1.25596p-110,1
5466,0x1.d5f5p-131,-0x1.2114b2p-4,-0x0p+0,-0x1.0958p-135,0
5470,0x1.2bcaaep-119,0x1.09f7cp+0,0x1.3776f2p-120,0x1.3776fp-120,1
5478,-0x1.9c5d8ap-112,0x1.dc66ccp-4,-0x1.7fb1cp-116,-0x1.7fb1c2p-116,1
5481,-0x1.67083ap-114,0x1.6e12c6p+0,-0x1.00b40ap-114,-0x1.00b40cp-114,1
5493,-0x1.1662bep-122,0x1.9c3298p-1,-0x1.c03decp-124,-0x1.c03deep-124,1
5494,-0x1.7c850ap-115,0x1.334e04p-5,-0x1.c8c78p-121,-0x1.c8c782p-121,1
5495,0x1.2990d8p-126,-0x1.14df52p+1,-0x1.14df52p-125,-0x1.41d3bep-126,1
5496,-0x1.6b34cap-126,-0x1.440482p+0,0x1.440482p-126,0x1.cbb534p-127,1
5499,0x1.be7a4p-130,0x1.090534p-3,0x0p+0,0x1.ce36p-134,0
5501,-0x1.ce530ap-124,0x1.896764p-1,-0x1.633c18p-125,-0x1.633c1ap-125,1
5504,-0x1.0b56p-125,0x1.9f4ef8p-4,-0x0p+0,-0x1.b1b2ep-130,1
5510,0x1.c9784p-131,-0x1.30f786p-1,-0x0p+0,-0x1.107c8p-132,0
5538,0x1.7db724p-123,0x1.a773a8p-5,0x0p+0,0x1.3bb308p-128,1
5541,-0x1.a4f826p-124,0x1.2842dcp-2,-0x0p+0,-0x1.e72cdcp-127,1
5542,0x1.621d7p-128,-0x1.342b6cp+1,-0x0p+0,-0x1.aa4778p-128,0
5553,-0x1.145f2p-129,0x1.5c570ap-2,-0x0p+0,-0x1.780f8p-132,0
5563,0x1.dc32ap-129,-0x1.608308p-1,-0x0p+0,-0x1.47dcap-130,0
5570,0x1.ba346ap-107,0x1.cc6b3p-1,0x1.8da7acp-108,0x1.8da7aap-108,1
5573,0x1.e64d1p-123,-0x1.8649cep-9,-0x0p+0,-0x1.72b3p-132,1
5608,-0x1.a9d1p-132,0x1.1e629ap-3,-0x0p+0,-0x1.dc58p-136,0
5615,0x1.b8d78p-130,-0x1.5a4ef2p-2,-0x0p+0,-0x1.2a2d8p-132,0
5627,-0x1.ea6eeep-126,0x1.ba4a5ap-1,-0x0p+0,-0x1.a7a8fcp-127,1
5631,0x1.dd0ceep-114,-0x1.143a8p-2,-0x1.015f7cp-116,-0x1.015f7ap-116,1
5644,-0x1.8855ap-130,0x1.b91222p-2,-0x0p+0,-0x1.51fb8p-132,0
5645,0x1.2a908ap-106,0x1.9cb364p-2,0x1.e151dap-109,0x1.e151d6p-109,1
5652,0x1.11cfeep-121,-0x1.8147c8p-1,-0x1.9c167ep-123,-0x1.9c167cp-123,1
5653,-0x1.9891c6p-116,0x1.05053p-1,-0x1.a094e4p-118,-0x1.a094e6p-118,1
5658,0x1.4e71p-132,0x1.b1503cp-1,0x0p+0,0x1.1b0bp-133,0
5676,0x1.a8e516p-104,-0x1.fac918p-1,-0x1.a4914ap-105,-0x1.a49148p-105,1
5685,-0x1.e78902p-126,-0x1.2f24p-1,0x0p+0,0x1.20a7dcp-127,1
5722,-0x1.203d56p-118,0x1.ccf73p-2,-0x1.038242p-120,-0x1.038244p-120,1
5727,0x1.54a052p-108,0x1.1e4082p+0,0x1.7ce0f2p-109,0x1.7ce0fp-109,1
5742,-0x1.7ca446p-111,-0x1.91e4aap+0,0x1.2ac8a6p-111,0x1.2ac8a8p-111,1
5744,-0x1.5bcb6ep-109,0x1.76db06p-1,-0x1.fd44bep-111,-0x1.fd44c2p-111,1
5765,-0x1.083822p-125,-0x1.44a7bep-2,0x0p+0,0x1.4f1428p-128,1
5780,-0x1.283962p-110,0x1.28bba4p+1,-0x1.575b76p-110,-0x1.575b78p-110,1
5784,-0x1.4b55p-132,0x1.966738p+0,-0x0p+0,-0x1.06ffp-132,0
5786,0x1.19664p-131,0x1.6d1c84p-4,0x0p+0,0x1.9158p-136,0
5805,0x1.57066ep-107,-0x1.12728ep-1,-0x1.6fbe64p-109,-0x1.6fbe6p-109,1
5809,-0x1.d9b3eep-111,-0x1.a0e01cp+0,0x1.81b188p-111,0x1.81b18ap-111,1
5840,0x1.0bfc8ap-119,0x1.ef7ca8p+0,0x1.0357e8p-119,0x1.0357e6p-119,1
5843,-0x1.a13dc6p-118,0x1.69c69cp+1,-0x1.26d1e6p-117,-0x1.26d1e8p-117,1
5847,0x1.8536p-133,-0x1.34a87ap-3,-0x0p+0,-0x1.d54p-137,0
5855,0x1.11959ep-108,-0x1.21e1a4p+0,-0x1.35cb0ep-109,-0x1.35cb0cp-109,1
5871,-0x1.4444p-133,-0x1.cedb12p-2,0x0p+0,0x1.2524p-135,0
5878,0x1.7faecp-131,0x1.1e61c2p+0,0x0p+0,0x1.ad38p-132,0
5884,-0x1.1b79p-129,-0x1.6d3a68p-1,0x0p+0,0x1.946c4p-131,0
5886,0x1.37de6ap-119,-0x1.444946p+0,-0x1.8b0ec4p-120,-0x1.8b0ec2p-120,1
5923,0x1.045a06p-125,-0x1.e5dea4p-5,-0x0p+0,-0x1.ee21p-131,1
5934,0x1.96fa1ap-119,-0x1.10d6a4p+0,-0x1.b1bef8p-120,-0x1.b1bef6p-120,1
5967,0x1.2916p-133,0x1.5c1dfep+0,0x0p+0,0x1.93fcp-134,0
5968,0x1.0eac7ep-117,0x1.479236p-2,0x1.5a58eep-120,0x1.5a58ecp-120,1
5969,-0x1.487acp-130,0x1.2cf2ep-3,-0x0p+0,-0x1.8228p-134,0
5984,-0x1.51ba82p-111,-0x1.612c7p-1,0x1.d1eccap-113,0x1.d1eccep-113,1
5992,-0x1.0efecap-108,0x1.04bbep+1,-0x1.1401a4p-108,-0x1.1401a6p-108,1
5997,-0x1.1aa092p-113,-0x1.4556cep-2,0x1.672dacp-116,0x1.672daep-116,1
5998,-0x1.a23052p-112,-0x1.2532a6p-5,0x1.def408p-118,0x1.def40ap-118,1
5999,-0x1.a462bap-108,-0x1.551606p+0,0x1.180dd4p-108,0x1.180dd6p-108,1
6009,0x1.2dabc6p-107,0x1.b415d2p-1,0x1.00f124p-108,0x1.00f122p-108,1
6020,0x1.ad4e8p-132,-0x1.c067cep-2,-0x0p+0,-0x1.77fcp-134,0
6025,0x1.0fed4p-131,0x1.5f1dcp+0,0x0p+0,0x1.74f58p-132,0
6032,0x1.8d71p-132,0x1.fdffdcp-1,0x0p+0,0x1.8be3p-133,0
6038,-0x1.09c58p-129,-0x1.e24396p-1,0x0p+0,0x1.f4acp-131,0
6044,0x1.15dc6ap-109,-0x1.4af5dcp-1,-0x1.6738fep-111,-0x1.6738fcp-111,1
6050,0x1.0c6cdp-128,0x1.82227cp-1,0x0p+0,0x1.94e04p-130,0
6068,0x1.bc5952p-116,-0x1.55e352p-1,-0x1.28b6c8p-117,-0x1.28b6c6p-117,1
6085,-0x1.e2221p-129,0x1.1fbe94p+1,-0x0p+0,-0x1.0ef588p-128,0
6088,-0x1.6ad6aep-107,-0x1.baa668p-5,0x1.39b14p-112,0x1.39b142p-112,1
6091,-0x1.098198p-126,0x1.a3a9a6p-5,-0x0p+0,-0x1.b33fp-132,1
6103,-0x1.0e7682p-112,-0x1.0260ccp+0,0x1.10f9bp-113,0x1.10f9b2p-113,1
6106,0x1.2af8d2p-119,0x1.741838p+0,0x1.b28ddcp-120,0x1.b28ddap-120,1
6116,-0x1.65194p-130,0x1.172d12p-2,-0x0p+0,-0x1.856dp-133,0
6119,0x1.6f4ecp-131,0x1.be4b08p-2,0x0p+0,0x1.402cp-133,0
6141,-0x1.4878cp-131,0x1.37331p-1,-0x0p+0,-0x1.8f4dp-133,0
6156,0x1.c4848p-132,0x1.8b2e48p-2,0x0p+0,0x1.5d44p-134,0
6169,0x1.40c042p-126,0x1.4a993ap-4,0x0p+0,0x1.9e37cp-131,1
6185,0x1.0a8bp-132,0x1.33c35ap-1,0x0p+0,0x1.407p-134,0
6233,0x1.524fp-133,0x1.b3155p-1,0x0p+0,0x1.1f7ep-134,0
6241,-0x1.1c7e5ap-119,0x1.dcca58p-1,-0x1.08ede4p-120,-0x1.08ede6p-120,1
6246,-0x1.2a68b2p-110,-0x1.acca5ap-3,0x1.f3d2e6p-114,0x1.f3d2eap-114,1
6265,-0x1.8b11c6p-114,0x1.0c7472p+1,-0x1.9e4a4ep-114,-0x1.9e4a5p-114,1
6268,-0x1.eca8a2p-105,-0x1.8d0d6ep-3,0x1.7e0dacp-108,0x1.7e0daep-108,1
6277,-0x1.6661eep-109,-0x1.39ea82p+0,0x1.b77606p-110,0x1.b77608p-110,1
6309,-0x1.e66ep-133,0x1.812efap-1,-0x0p+0,-0x1.6df2p-134,0
6312,0x1.a716a2p-105,-0x1.f2a46p-3,-0x1.9c0cdap-108,-0x1.9c0cd8p-108,1
6367,0x1.a6dd12p-106,-0x1.950abap-1,-0x1.4e86bcp-107,-0x1.4e86bap-107,1
6382,-0x1.ae688p-130,0x1.4888e6p+0,-0x0p+0,-0x1.142ep-130,0
6392,-0x1.5cef8p-132,-0x1.b0c96cp-4,0x0p+0,0x1.26fp-136,0
6402,-0x1.55fbb6p-112,0x1.214bbep+0,-0x1.827654p-113,-0x1.827658p-113,1
6411,0x1.acc5bp-129,0x1.949d6cp-1,0x0p+0,0x1.52d7ep-130,0
6416,-0x1.d38f5p-128,0x1.33238p+0,-0x0p+0,-0x1.187ad8p-128,0
6417,-0x1.3f2c74p-127,-0x1.288ecap-5,0x0p+0,0x1.71bdp-133,0
6445,0x1.1d8ap-133,0x1.a1c4bp-1,0x0p+0,0x1.d1f8p-135,0
6455,0x1.3410e6p-124,-0x1.66bd14p+0,-0x1.afb32cp-125,-0x1.afb32ap-125,1
6485,-0x1.894c1p-129,-0x1.a0a63ep-5,0x0p+0,0x1.400ep-134,0
